pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,datetime,aqi_pm25,hour,day,month,lag_1,lag_3,lag_6,roll_mean_6,roll_mean_12,target_h1,target_h2,target_h3
29.2,87.8,526.0,5.4,14.2,146.0,2025-09-30 11:00:00,29.2,11,30,9,31.8,36.3,42.3,33.68333333333333,35.708333333333336,11.0,12.1,9.0
22.7,59.8,387.0,1.7,11.5,150.0,2025-09-30 12:00:00,22.7,12,30,9,29.2,30.5,38.0,31.13333333333333,34.33333333333333,10.4,11.2,8.7
18.9,40.5,334.0,2.9,9.0,139.0,2025-09-30 13:00:00,18.9,13,30,9,22.7,31.8,36.3,28.233333333333334,32.833333333333336,9.7,10.3,8.0
16.4,28.1,361.0,5.2,7.7,128.0,2025-09-30 14:00:00,16.4,14,30,9,18.9,29.2,36.3,24.916666666666668,31.10833333333333,9.2,9.5,7.5
15.5,21.5,485.0,6.3,8.4,124.0,2025-09-30 15:00:00,15.5,15,30,9,16.4,22.7,30.5,22.416666666666668,29.399999999999995,8.7,8.7,7.7
16.1,17.6,689.0,8.5,10.5,119.0,2025-09-30 16:00:00,16.1,16,30,9,15.5,18.9,31.8,19.8,27.833333333333332,8.2,8.4,8.1
25.9,26.3,922.0,11.8,9.1,108.0,2025-09-30 17:00:00,25.9,17,30,9,16.1,16.4,29.2,19.25,26.466666666666665,14.5,10.6,11.2
25.9,26.1,1251.0,20.9,10.5,91.0,2025-09-30 18:00:00,25.9,18,30,9,25.9,15.5,22.7,19.78333333333333,25.458333333333332,17.0,11.5,12.5
30.4,30.5,1609.0,33.2,12.4,67.0,2025-09-30 19:00:00,30.4,19,30,9,25.9,16.1,18.9,21.7,24.96666666666667,17.6,13.4,12.7
32.4,32.5,1745.0,40.8,13.5,50.0,2025-09-30 20:00:00,32.4,20,30,9,30.4,25.9,16.4,24.366666666666664,24.641666666666666,17.1,12.7,12.5
32.0,32.1,1465.0,39.4,13.0,47.0,2025-09-30 21:00:00,32.0,21,30,9,32.4,25.9,15.5,27.116666666666664,24.766666666666666,16.2,11.6,12.4
30.5,30.6,964.0,33.2,11.8,50.0,2025-09-30 22:00:00,30.5,22,30,9,32.0,30.4,16.1,29.516666666666666,24.65833333333333,15.4,10.7,12.4
28.7,28.8,576.0,27.3,10.5,53.0,2025-09-30 23:00:00,28.7,23,30,9,30.5,32.4,25.9,29.98333333333333,24.616666666666664,14.2,9.8,12.7
26.9,27.0,449.0,23.0,9.4,53.0,2025-10-01 00:00:00,26.9,0,1,10,28.7,32.0,25.9,30.149999999999995,24.96666666666667,12.6,8.6,12.3
24.8,24.9,436.0,18.9,8.3,53.0,2025-10-01 01:00:00,24.8,1,1,10,26.9,30.5,30.4,29.21666666666667,25.458333333333332,11.3,7.5,11.7
23.1,23.2,424.0,16.2,7.7,51.0,2025-10-01 02:00:00,23.1,2,1,10,24.8,28.7,32.4,27.666666666666668,26.016666666666666,11.0,7.1,11.3
22.1,22.2,349.0,15.2,8.0,47.0,2025-10-01 03:00:00,22.1,3,1,10,23.1,26.9,32.0,26.016666666666666,26.566666666666666,11.4,7.0,11.1
21.7,21.7,277.0,15.6,8.8,42.0,2025-10-01 04:00:00,21.7,4,1,10,22.1,24.8,30.5,24.55,27.03333333333333,11.5,7.1,10.9
18.8,18.9,290.0,14.0,9.1,44.0,2025-10-01 05:00:00,18.8,5,1,10,21.7,23.1,28.7,22.900000000000002,26.441666666666666,12.6,7.0,9.3
19.3,19.4,490.0,18.1,10.0,41.0,2025-10-01 06:00:00,19.3,6,1,10,18.8,22.1,26.9,21.633333333333336,25.891666666666666,13.3,7.1,9.9
22.2,22.4,775.0,23.5,11.3,37.0,2025-10-01 07:00:00,22.2,7,1,10,19.3,21.7,24.8,21.2,25.208333333333332,16.4,8.3,12.4
22.2,22.3,928.0,25.4,12.3,43.0,2025-10-01 08:00:00,22.2,8,1,10,22.2,18.8,23.1,21.05,24.358333333333334,18.4,9.1,13.6
14.8,15.0,813.0,20.3,12.7,68.0,2025-10-01 09:00:00,14.8,9,1,10,22.2,19.3,22.1,19.833333333333332,22.925,15.1,9.7,14.6
11.7,12.5,565.0,11.7,12.8,102.0,2025-10-01 10:00:00,11.7,10,1,10,14.8,22.2,21.7,18.166666666666668,21.358333333333334,13.1,9.3,14.6
11.0,12.9,377.0,5.2,12.4,127.0,2025-10-01 11:00:00,11.0,11,1,10,11.7,22.2,18.8,16.866666666666664,19.883333333333333,12.1,9.0,14.9
10.4,12.5,319.0,3.1,11.1,135.0,2025-10-01 12:00:00,10.4,12,1,10,11.0,14.8,19.3,15.383333333333333,18.508333333333333,11.2,8.7,15.0
9.7,11.5,320.0,3.1,9.2,134.0,2025-10-01 13:00:00,9.7,13,1,10,10.4,11.7,22.2,13.299999999999999,17.25,10.3,8.0,13.9
9.2,10.6,358.0,3.7,7.8,131.0,2025-10-01 14:00:00,9.2,14,1,10,9.7,11.0,22.2,11.133333333333333,16.091666666666665,9.5,7.5,13.0
8.7,9.9,434.0,4.2,7.2,128.0,2025-10-01 15:00:00,8.7,15,1,10,9.2,10.4,14.8,10.116666666666665,14.975,8.7,7.7,12.0
8.2,9.2,548.0,5.3,7.0,122.0,2025-10-01 16:00:00,8.2,16,1,10,8.7,9.7,11.7,9.533333333333333,13.85,8.4,8.1,11.8
14.5,17.3,676.0,7.8,6.5,106.0,2025-10-01 17:00:00,14.5,17,1,10,8.2,9.2,11.0,10.116666666666667,13.491666666666665,10.6,11.2,12.1
17.0,19.0,840.0,10.6,6.9,95.0,2025-10-01 18:00:00,17.0,18,1,10,14.5,8.7,10.4,11.216666666666667,13.300000000000002,11.5,12.5,14.6
17.6,19.4,1018.0,14.5,7.5,80.0,2025-10-01 19:00:00,17.6,19,1,10,17.0,8.2,9.7,12.533333333333333,12.916666666666666,13.4,12.7,17.7
17.1,18.7,1122.0,17.2,7.9,67.0,2025-10-01 20:00:00,17.1,20,1,10,17.6,14.5,9.2,13.85,12.491666666666667,12.7,12.5,18.1
16.2,17.8,1105.0,17.9,8.2,59.0,2025-10-01 21:00:00,16.2,21,1,10,17.1,17.0,8.7,15.1,12.608333333333333,11.6,12.4,17.8
15.4,16.7,1013.0,17.6,8.3,54.0,2025-10-01 22:00:00,15.4,22,1,10,16.2,17.6,8.2,16.3,12.916666666666666,10.7,12.4,17.1
14.2,15.4,899.0,16.5,8.2,51.0,2025-10-01 23:00:00,14.2,23,1,10,15.4,17.1,14.5,16.250000000000004,13.183333333333335,9.8,12.7,16.3
12.6,13.9,761.0,14.3,7.5,51.0,2025-10-02 00:00:00,12.6,0,2,10,14.2,16.2,17.0,15.516666666666666,13.366666666666667,8.6,12.3,14.9
11.3,12.9,600.0,11.3,6.6,52.0,2025-10-02 01:00:00,11.3,1,2,10,12.6,15.4,17.6,14.466666666666667,13.5,7.5,11.7,13.0
11.0,13.0,469.0,9.5,6.2,52.0,2025-10-02 02:00:00,11.0,2,2,10,11.3,14.2,17.1,13.449999999999998,13.649999999999999,7.1,11.3,11.6
11.4,13.4,352.0,9.5,6.6,48.0,2025-10-02 03:00:00,11.4,3,2,10,11.0,12.6,16.2,12.65,13.875,7.0,11.1,11.2
11.5,13.4,265.0,10.6,7.6,43.0,2025-10-02 04:00:00,11.5,4,2,10,11.4,11.3,15.4,12.0,14.15,7.1,10.9,11.5
12.6,14.3,310.0,13.6,8.3,36.0,2025-10-02 05:00:00,12.6,5,2,10,11.5,11.0,14.2,11.733333333333334,13.991666666666667,7.0,9.3,12.4
13.3,15.2,638.0,17.5,9.5,35.0,2025-10-02 06:00:00,13.3,6,2,10,12.6,11.4,12.6,11.85,13.683333333333332,7.1,9.9,13.8
16.4,18.5,1097.0,22.7,11.1,34.0,2025-10-02 07:00:00,16.4,7,2,10,13.3,11.5,11.3,12.700000000000001,13.583333333333334,8.3,12.4,18.3
18.4,21.5,1333.0,24.4,12.0,40.0,2025-10-02 08:00:00,18.4,8,2,10,16.4,12.6,11.0,13.933333333333332,13.691666666666668,9.1,13.6,18.2
15.1,21.7,1116.0,19.4,11.6,60.0,2025-10-02 09:00:00,15.1,9,2,10,18.4,13.3,11.4,14.549999999999999,13.600000000000001,9.7,14.6,17.1
13.1,19.3,676.0,10.9,10.5,86.0,2025-10-02 10:00:00,13.1,10,2,10,15.1,16.4,11.5,14.816666666666665,13.408333333333333,9.3,14.6,16.6
12.1,17.4,344.0,4.6,9.4,105.0,2025-10-02 11:00:00,12.1,11,2,10,13.1,18.4,12.6,14.733333333333334,13.233333333333333,9.0,14.9,16.9
11.2,15.9,262.0,2.7,8.3,111.0,2025-10-02 12:00:00,11.2,12,2,10,12.1,15.1,13.3,14.383333333333331,13.116666666666665,8.7,15.0,15.5
10.3,14.8,289.0,2.9,7.2,110.0,2025-10-02 13:00:00,10.3,13,2,10,11.2,13.1,16.4,13.366666666666667,13.033333333333333,8.0,13.9,14.6
9.5,14.1,332.0,3.6,6.4,106.0,2025-10-02 14:00:00,9.5,14,2,10,10.3,12.1,18.4,11.883333333333333,12.908333333333333,7.5,13.0,14.0
8.7,13.2,361.0,4.3,6.1,101.0,2025-10-02 15:00:00,8.7,15,2,10,9.5,11.2,15.1,10.816666666666665,12.683333333333332,7.7,12.0,14.0
8.4,12.6,406.0,5.5,6.2,95.0,2025-10-02 16:00:00,8.4,16,2,10,8.7,10.3,13.1,10.033333333333333,12.424999999999999,8.1,11.8,13.4
10.6,15.9,462.0,7.6,6.6,86.0,2025-10-02 17:00:00,10.6,17,2,10,8.4,9.5,12.1,9.783333333333333,12.258333333333333,11.2,12.1,11.5
11.5,15.5,548.0,10.8,7.1,77.0,2025-10-02 18:00:00,11.5,18,2,10,10.6,8.7,11.2,9.833333333333334,12.108333333333333,12.5,14.6,12.3
13.4,16.1,646.0,15.0,7.9,65.0,2025-10-02 19:00:00,13.4,19,2,10,11.5,8.4,10.3,10.35,11.858333333333333,12.7,17.7,15.1
12.7,14.8,698.0,17.5,8.4,57.0,2025-10-02 20:00:00,12.7,20,2,10,13.4,10.6,9.5,10.883333333333333,11.383333333333333,12.5,18.1,15.8
11.6,13.3,672.0,16.6,8.5,56.0,2025-10-02 21:00:00,11.6,21,2,10,12.7,11.5,8.7,11.366666666666667,11.091666666666667,12.4,17.8,15.7
10.7,12.1,601.0,14.0,8.3,58.0,2025-10-02 22:00:00,10.7,22,2,10,11.6,13.4,8.4,11.75,10.891666666666666,12.4,17.1,15.4
9.8,10.9,525.0,11.4,8.0,61.0,2025-10-02 23:00:00,9.8,23,2,10,10.7,12.7,10.6,11.616666666666667,10.700000000000001,12.7,16.3,15.5
8.6,9.4,450.0,9.3,7.4,63.0,2025-10-03 00:00:00,8.6,0,3,10,9.8,11.6,11.5,11.133333333333333,10.483333333333333,12.3,14.9,15.7
7.5,8.1,369.0,7.3,6.6,65.0,2025-10-03 01:00:00,7.5,1,3,10,8.6,10.7,13.4,10.15,10.25,11.7,13.0,15.5
7.1,7.8,308.0,6.0,6.1,65.0,2025-10-03 02:00:00,7.1,2,3,10,7.5,9.8,12.7,9.216666666666667,10.049999999999999,11.3,11.6,15.6
7.0,7.6,259.0,5.7,6.0,63.0,2025-10-03 03:00:00,7.0,3,3,10,7.1,8.6,11.6,8.450000000000001,9.908333333333333,11.1,11.2,15.7
7.1,7.8,230.0,6.0,6.3,60.0,2025-10-03 04:00:00,7.1,4,3,10,7.0,7.5,10.7,7.849999999999999,9.8,10.9,11.5,15.7
7.0,8.0,260.0,7.2,6.6,58.0,2025-10-03 05:00:00,7.0,5,3,10,7.1,7.1,9.8,7.383333333333333,9.5,9.3,12.4,16.1
7.1,8.2,419.0,10.4,7.2,53.0,2025-10-03 06:00:00,7.1,6,3,10,7.0,7.0,8.6,7.133333333333333,9.133333333333333,9.9,13.8,16.3
8.3,9.8,638.0,14.6,7.9,47.0,2025-10-03 07:00:00,8.3,7,3,10,7.1,7.1,7.5,7.266666666666667,8.708333333333332,12.4,18.3,18.6
9.1,12.5,754.0,16.5,8.6,45.0,2025-10-03 08:00:00,9.1,8,3,10,8.3,7.0,7.1,7.599999999999999,8.408333333333333,13.6,18.2,23.2
9.7,14.0,663.0,13.9,9.0,53.0,2025-10-03 09:00:00,9.7,9,3,10,9.1,7.1,7.0,8.049999999999999,8.25,14.6,17.1,30.5
9.3,14.8,469.0,9.0,9.4,65.0,2025-10-03 10:00:00,9.3,10,3,10,9.7,8.3,7.1,8.416666666666666,8.133333333333335,14.6,16.6,39.0
9.0,14.5,325.0,5.4,9.5,75.0,2025-10-03 11:00:00,9.0,11,3,10,9.3,9.1,7.0,8.75,8.066666666666666,14.9,16.9,45.4
8.7,13.9,291.0,4.4,9.4,79.0,2025-10-03 12:00:00,8.7,12,3,10,9.0,9.7,7.1,9.016666666666667,8.075000000000001,15.0,15.5,49.9
8.0,12.7,307.0,4.7,9.1,80.0,2025-10-03 13:00:00,8.0,13,3,10,8.7,9.3,8.3,8.966666666666667,8.116666666666667,13.9,14.6,51.6
7.5,11.6,349.0,5.7,8.9,79.0,2025-10-03 14:00:00,7.5,14,3,10,8.0,9.0,9.1,8.700000000000001,8.15,13.0,14.0,51.5
7.7,11.1,421.0,7.4,9.1,77.0,2025-10-03 15:00:00,7.7,15,3,10,7.5,8.7,9.7,8.366666666666667,8.208333333333334,12.0,14.0,49.9
8.1,11.2,519.0,9.8,9.5,74.0,2025-10-03 16:00:00,8.1,16,3,10,7.7,8.0,9.3,8.166666666666666,8.291666666666666,11.8,13.4,49.5
11.2,17.4,612.0,15.0,9.0,57.0,2025-10-03 17:00:00,11.2,17,3,10,8.1,7.5,9.0,8.533333333333333,8.641666666666666,12.1,11.5,56.6
12.5,17.7,706.0,16.5,8.5,52.0,2025-10-03 18:00:00,12.5,18,3,10,11.2,7.7,8.7,9.166666666666666,9.091666666666667,14.6,12.3,56.5
12.7,17.8,795.0,18.4,7.8,46.0,2025-10-03 19:00:00,12.7,19,3,10,12.5,8.1,8.0,9.950000000000001,9.458333333333334,17.7,15.1,51.3
12.5,17.6,833.0,19.3,7.2,41.0,2025-10-03 20:00:00,12.5,20,3,10,12.7,11.2,7.5,10.783333333333333,9.741666666666665,18.1,15.8,42.1
12.4,17.4,793.0,18.4,6.9,39.0,2025-10-03 21:00:00,12.4,21,3,10,12.5,12.5,7.7,11.566666666666665,9.966666666666667,17.8,15.7,32.8
12.4,17.3,703.0,16.5,6.8,39.0,2025-10-03 22:00:00,12.4,22,3,10,12.4,12.7,8.1,12.283333333333333,10.225,17.1,15.4,25.7
12.7,17.5,600.0,14.5,6.6,40.0,2025-10-03 23:00:00,12.7,23,3,10,12.4,12.5,11.2,12.533333333333333,10.533333333333333,16.3,15.5,21.2
12.3,16.9,481.0,12.3,6.2,41.0,2025-10-04 00:00:00,12.3,0,4,10,12.7,12.4,12.5,12.5,10.833333333333334,14.9,15.7,18.5
11.7,16.2,350.0,9.9,5.9,44.0,2025-10-04 01:00:00,11.7,1,4,10,12.3,12.4,12.7,12.333333333333334,11.141666666666666,13.0,15.5,16.9
11.3,15.7,256.0,8.2,5.7,45.0,2025-10-04 02:00:00,11.3,2,4,10,11.7,12.7,12.5,12.133333333333333,11.458333333333334,11.6,15.6,16.5
11.1,15.4,192.0,7.2,5.8,45.0,2025-10-04 03:00:00,11.1,3,4,10,11.3,12.3,12.4,11.916666666666666,11.741666666666667,11.2,15.7,16.8
10.9,15.4,165.0,6.9,6.2,45.0,2025-10-04 04:00:00,10.9,4,4,10,11.1,11.7,12.4,11.666666666666666,11.975000000000001,11.5,15.7,18.0
9.3,12.0,247.0,7.9,6.6,47.0,2025-10-04 05:00:00,9.3,5,4,10,10.9,11.3,12.7,11.1,11.816666666666665,12.4,16.1,18.9
9.9,12.5,564.0,12.5,7.7,42.0,2025-10-04 06:00:00,9.9,6,4,10,9.3,11.1,12.3,10.700000000000001,11.6,13.8,16.3,20.5
12.4,15.3,989.0,18.6,9.3,36.0,2025-10-04 07:00:00,12.4,7,4,10,9.9,10.9,11.7,10.816666666666668,11.575000000000001,18.3,18.6,25.5
13.6,19.1,1214.0,21.9,11.0,34.0,2025-10-04 08:00:00,13.6,8,4,10,12.4,9.3,11.3,11.200000000000001,11.666666666666666,18.2,23.2,31.5
14.6,23.2,1040.0,19.7,12.9,40.0,2025-10-04 09:00:00,14.6,9,4,10,13.6,9.9,11.1,11.783333333333333,11.85,17.1,30.5,36.4
14.6,25.6,667.0,14.7,14.9,50.0,2025-10-04 10:00:00,14.6,10,4,10,14.6,12.4,10.9,12.4,12.033333333333333,16.6,39.0,43.8
14.9,26.6,380.0,10.6,16.0,59.0,2025-10-04 11:00:00,14.9,11,4,10,14.6,13.6,9.3,13.333333333333334,12.216666666666667,16.9,45.4,49.0
15.0,26.8,298.0,8.5,15.3,65.0,2025-10-04 12:00:00,15.0,12,4,10,14.9,14.6,9.9,14.183333333333332,12.441666666666665,15.5,49.9,52.2
13.9,24.6,302.0,7.3,13.6,69.0,2025-10-04 13:00:00,13.9,13,4,10,15.0,14.6,12.4,14.433333333333332,12.625,14.6,51.6,53.3
13.0,22.4,329.0,7.1,12.5,70.0,2025-10-04 14:00:00,13.0,14,4,10,13.9,14.9,13.6,14.333333333333334,12.766666666666666,14.0,51.5,53.4
12.0,20.1,362.0,7.6,12.7,68.0,2025-10-04 15:00:00,12.0,15,4,10,13.0,15.0,14.6,13.9,12.841666666666667,14.0,49.9,52.7
11.8,18.9,417.0,9.2,13.5,63.0,2025-10-04 16:00:00,11.8,16,4,10,12.0,13.9,14.6,13.433333333333332,12.916666666666666,13.4,49.5,51.3
12.1,18.7,478.0,10.2,12.5,66.0,2025-10-04 17:00:00,12.1,17,4,10,11.8,13.0,14.9,12.966666666666669,13.15,11.5,56.6,51.3
14.6,19.6,562.0,19.1,12.7,51.0,2025-10-04 18:00:00,14.6,18,4,10,12.1,12.0,15.0,12.9,13.541666666666666,12.3,56.5,46.2
17.7,22.1,652.0,31.2,13.0,31.0,2025-10-04 19:00:00,17.7,19,4,10,14.6,11.8,13.9,13.533333333333331,13.983333333333334,15.1,51.3,44.1
18.1,22.5,686.0,38.9,12.9,17.0,2025-10-04 20:00:00,18.1,20,4,10,17.7,12.1,13.0,14.383333333333333,14.358333333333334,15.8,42.1,42.3
17.8,22.4,619.0,38.4,12.3,15.0,2025-10-04 21:00:00,17.8,21,4,10,18.1,14.6,12.0,15.35,14.625,15.7,32.8,41.0
17.1,21.8,497.0,33.4,11.4,19.0,2025-10-04 22:00:00,17.1,22,4,10,17.8,17.7,11.8,16.233333333333334,14.833333333333334,15.4,25.7,40.5
16.3,21.1,389.0,27.9,10.4,24.0,2025-10-04 23:00:00,16.3,23,4,10,17.1,18.1,12.1,16.933333333333334,14.950000000000001,15.5,21.2,41.0
14.9,19.5,313.0,22.3,9.1,30.0,2025-10-05 00:00:00,14.9,0,5,10,16.3,17.8,14.6,16.983333333333334,14.941666666666668,15.7,18.5,42.1
13.0,17.3,251.0,16.1,7.7,38.0,2025-10-05 01:00:00,13.0,1,5,10,14.9,17.1,17.7,16.200000000000003,14.866666666666667,15.5,16.9,42.5
11.6,15.8,225.0,11.8,6.8,43.0,2025-10-05 02:00:00,11.6,2,5,10,13.0,16.3,18.1,15.116666666666667,14.75,15.6,16.5,41.6
11.2,15.4,253.0,10.4,6.5,43.0,2025-10-05 03:00:00,11.2,3,5,10,11.6,14.9,17.8,14.016666666666667,14.683333333333335,15.7,16.8,40.7
11.5,15.5,315.0,10.8,6.6,42.0,2025-10-05 04:00:00,11.5,4,5,10,11.2,13.0,17.1,13.083333333333334,14.658333333333333,15.7,18.0,39.8
12.4,16.5,376.0,11.2,7.3,44.0,2025-10-05 05:00:00,12.4,5,5,10,11.5,11.6,16.3,12.433333333333332,14.683333333333332,16.1,18.9,37.0
13.8,18.3,437.0,13.6,9.5,46.0,2025-10-05 06:00:00,13.8,6,5,10,12.4,11.2,14.9,12.25,14.616666666666667,16.3,20.5,39.7
18.3,23.5,496.0,16.7,12.4,48.0,2025-10-05 07:00:00,18.3,7,5,10,13.8,11.5,13.0,13.133333333333335,14.666666666666666,18.6,25.5,50.4
18.2,25.0,512.0,17.7,14.7,54.0,2025-10-05 08:00:00,18.2,8,5,10,18.3,12.4,11.6,14.233333333333334,14.674999999999999,23.2,31.5,46.9
17.1,24.6,447.0,14.5,15.7,65.0,2025-10-05 09:00:00,17.1,9,5,10,18.2,13.8,11.2,15.216666666666669,14.616666666666667,30.5,36.4,32.6
16.6,24.1,339.0,9.2,16.0,79.0,2025-10-05 10:00:00,16.6,10,5,10,17.1,18.3,11.5,16.066666666666666,14.575000000000001,39.0,43.8,33.2
16.9,24.4,257.0,5.2,15.7,89.0,2025-10-05 11:00:00,16.9,11,5,10,16.6,18.2,12.4,16.816666666666666,14.625,45.4,49.0,36.2
15.5,22.5,229.0,3.7,14.6,92.0,2025-10-05 12:00:00,15.5,12,5,10,16.9,17.1,13.8,17.1,14.674999999999999,49.9,52.2,39.9
14.6,21.5,227.0,3.5,13.0,91.0,2025-10-05 13:00:00,14.6,13,5,10,15.5,16.6,18.3,16.483333333333334,14.808333333333335,51.6,53.3,41.9
14.0,21.1,236.0,3.9,11.8,88.0,2025-10-05 14:00:00,14.0,14,5,10,14.6,16.9,18.2,15.783333333333333,15.008333333333335,51.5,53.4,43.5
14.0,21.8,253.0,4.7,11.5,82.0,2025-10-05 15:00:00,14.0,15,5,10,14.0,15.5,17.1,15.266666666666666,15.241666666666667,49.9,52.7,44.0
13.4,21.4,281.0,6.3,11.6,74.0,2025-10-05 16:00:00,13.4,16,5,10,14.0,14.6,16.6,14.733333333333334,15.399999999999999,49.5,51.3,43.2
11.5,18.2,309.0,8.7,12.4,67.0,2025-10-05 17:00:00,11.5,17,5,10,13.4,14.0,16.9,13.833333333333334,15.325000000000001,56.6,51.3,47.6
12.3,19.6,340.0,13.7,12.0,58.0,2025-10-05 18:00:00,12.3,18,5,10,11.5,14.0,15.5,13.299999999999999,15.200000000000001,56.5,46.2,45.5
15.1,22.0,372.0,20.4,11.5,47.0,2025-10-05 19:00:00,15.1,19,5,10,12.3,13.4,14.6,13.383333333333333,14.933333333333332,51.3,44.1,42.7
15.8,23.5,380.0,24.5,10.8,39.0,2025-10-05 20:00:00,15.8,20,5,10,15.1,11.5,14.0,13.683333333333335,14.733333333333334,42.1,42.3,39.6
15.7,23.9,350.0,23.6,9.9,39.0,2025-10-05 21:00:00,15.7,21,5,10,15.8,12.3,14.0,13.966666666666667,14.616666666666667,32.8,41.0,39.2
15.4,24.6,296.0,20.1,8.9,43.0,2025-10-05 22:00:00,15.4,22,5,10,15.7,15.1,13.4,14.299999999999999,14.516666666666666,25.7,40.5,41.9
15.5,25.7,247.0,16.5,8.0,47.0,2025-10-05 23:00:00,15.5,23,5,10,15.4,15.8,11.5,14.966666666666667,14.4,21.2,41.0,46.7
15.7,27.0,208.0,13.2,7.3,51.0,2025-10-06 00:00:00,15.7,0,6,10,15.5,15.7,12.3,15.533333333333333,14.416666666666666,18.5,42.1,49.7
15.5,27.5,172.0,9.8,6.7,56.0,2025-10-06 01:00:00,15.5,1,6,10,15.7,15.4,15.1,15.600000000000001,14.491666666666665,16.9,42.5,49.6
15.6,28.0,148.0,7.2,6.2,59.0,2025-10-06 02:00:00,15.6,2,6,10,15.5,15.5,15.8,15.566666666666665,14.625,16.5,41.6,49.0
15.7,28.0,135.0,5.5,5.8,61.0,2025-10-06 03:00:00,15.7,3,6,10,15.6,15.7,15.7,15.566666666666668,14.766666666666666,16.8,40.7,45.2
15.7,27.8,134.0,4.7,5.6,62.0,2025-10-06 04:00:00,15.7,4,6,10,15.7,15.5,15.4,15.616666666666667,14.958333333333334,18.0,39.8,38.9
16.1,27.0,151.0,4.6,5.9,64.0,2025-10-06 05:00:00,16.1,5,6,10,15.7,15.6,15.5,15.716666666666667,15.341666666666669,18.9,37.0,31.1
16.3,28.2,206.0,7.2,6.8,62.0,2025-10-06 06:00:00,16.3,6,6,10,16.1,15.7,15.7,15.816666666666665,15.674999999999999,20.5,39.7,30.9
18.6,37.6,280.0,10.6,8.0,60.0,2025-10-06 07:00:00,18.6,7,6,10,16.3,15.7,15.5,16.333333333333332,15.966666666666667,25.5,50.4,35.3
23.2,64.5,323.0,12.3,9.1,63.0,2025-10-06 08:00:00,23.2,8,6,10,18.6,16.1,15.6,17.599999999999998,16.583333333333332,31.5,46.9,38.5
30.5,125.3,303.0,10.4,10.0,75.0,2025-10-06 09:00:00,30.5,9,6,10,23.2,16.3,15.7,20.066666666666666,17.816666666666666,36.4,32.6,34.6
39.0,184.9,252.0,6.7,10.8,91.0,2025-10-06 10:00:00,39.0,10,6,10,30.5,18.6,15.7,23.95,19.783333333333335,43.8,33.2,36.7
45.4,223.1,215.0,3.9,11.4,105.0,2025-10-06 11:00:00,45.4,11,6,10,39.0,23.2,16.1,28.833333333333332,22.275000000000002,49.0,36.2,41.7
49.9,243.1,206.0,3.1,11.6,113.0,2025-10-06 12:00:00,49.9,12,6,10,45.4,30.5,16.3,34.43333333333333,25.125,52.2,39.9,44.8
51.6,244.0,210.0,3.3,11.5,118.0,2025-10-06 13:00:00,51.6,13,6,10,49.9,39.0,18.6,39.93333333333333,28.133333333333336,53.3,41.9,44.9
51.5,231.0,227.0,4.2,11.4,119.0,2025-10-06 14:00:00,51.5,14,6,10,51.6,45.4,23.2,44.65,31.125,53.4,43.5,43.0
49.9,209.5,258.0,6.1,11.4,115.0,2025-10-06 15:00:00,49.9,15,6,10,51.5,49.9,30.5,47.88333333333333,33.975,52.7,44.0,41.9
49.5,193.7,302.0,8.9,11.3,106.0,2025-10-06 16:00:00,49.5,16,6,10,49.9,51.6,39.0,49.63333333333333,36.791666666666664,51.3,43.2,41.8
56.6,209.1,353.0,12.7,12.2,97.0,2025-10-06 17:00:00,56.6,17,6,10,49.5,51.5,45.4,51.5,40.166666666666664,51.3,47.6,41.4
56.5,185.8,428.0,14.7,11.0,89.0,2025-10-06 18:00:00,56.5,18,6,10,56.6,49.9,49.9,52.6,43.51666666666666,46.2,45.5,41.0
51.3,164.4,510.0,17.2,9.4,78.0,2025-10-06 19:00:00,51.3,19,6,10,56.5,49.5,51.6,52.550000000000004,46.24166666666667,44.1,42.7,39.6
42.1,132.7,539.0,18.3,8.1,68.0,2025-10-06 20:00:00,42.1,20,6,10,51.3,56.6,51.5,50.98333333333333,47.81666666666666,42.3,39.6,37.7
32.8,98.5,472.0,16.5,7.4,62.0,2025-10-06 21:00:00,32.8,21,6,10,42.1,56.5,49.9,48.13333333333333,48.008333333333326,41.0,39.2,37.5
25.7,70.8,352.0,13.1,7.0,58.0,2025-10-06 22:00:00,25.7,22,6,10,32.8,51.3,49.5,44.166666666666664,46.9,40.5,41.9,38.5
21.2,52.9,252.0,10.1,6.6,55.0,2025-10-06 23:00:00,21.2,23,6,10,25.7,42.1,56.6,38.266666666666666,44.88333333333333,41.0,46.7,39.5
18.5,42.7,199.0,7.9,6.1,53.0,2025-10-07 00:00:00,18.5,0,7,10,21.2,32.8,56.5,31.933333333333334,42.266666666666666,42.1,49.7,39.6
16.9,39.2,167.0,6.1,5.6,53.0,2025-10-07 01:00:00,16.9,1,7,10,18.5,25.7,51.3,26.200000000000003,39.375,42.5,49.6,40.3
16.5,40.7,147.0,4.9,5.4,53.0,2025-10-07 02:00:00,16.5,2,7,10,16.9,21.2,42.1,21.933333333333334,36.458333333333336,41.6,49.0,41.4
16.8,45.1,104.0,4.1,5.3,54.0,2025-10-07 03:00:00,16.8,3,7,10,16.5,18.5,32.8,19.26666666666667,33.699999999999996,40.7,45.2,40.5
18.0,52.4,74.0,3.9,5.4,55.0,2025-10-07 04:00:00,18.0,4,7,10,16.8,16.9,25.7,17.983333333333334,31.075,39.8,38.9,36.6
